! 1H range in H2O
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
4800.000000	2.05501e+07	4800.000000	2.08562e+07	4800.000000	2.14879e+07	4800.000000	2.15085e+07	4800.000000	2.14878e+07	4800.000000	162836    	4800.000000	161797    	4800.000000	318218    	4800.000000	315335    	4800.000000	444799    	
5000.000000	2.13243e+07	5000.000000	2.16901e+07	5000.000000	2.24255e+07	5000.000000	2.2447e+07	5000.000000	2.24254e+07	5000.000000	166806    	5000.000000	169722    	5000.000000	327896    	5000.000000	325869    	5000.000000	460217    	
5250.000000	2.22708e+07	5250.000000	2.27171e+07	5250.000000	2.35927e+07	5250.000000	2.36151e+07	5250.000000	2.35925e+07	5250.000000	171611    	5250.000000	179713    	5250.000000	339694    	5250.000000	338741    	5250.000000	479086    	
5500.000000	2.31943e+07	5500.000000	2.37275e+07	5500.000000	2.47544e+07	5500.000000	2.47779e+07	5500.000000	2.47542e+07	5500.000000	176252    	5500.000000	189796    	5500.000000	351177    	5500.000000	351303    	5500.000000	497528    	
6000.000000	2.49743e+07	6000.000000	2.56997e+07	6000.000000	2.70621e+07	6000.000000	2.70876e+07	6000.000000	2.70618e+07	6000.000000	185094    	6000.000000	210237    	6000.000000	373275    	6000.000000	375556    	6000.000000	533215    	
6500.000000	2.66696e+07	6500.000000	2.76096e+07	6500.000000	2.93496e+07	6500.000000	2.93771e+07	6500.000000	2.93493e+07	6500.000000	193415    	6500.000000	231034    	6500.000000	394325    	6500.000000	398744    	6500.000000	567428    	
7000.000000	2.82849e+07	7000.000000	2.94603e+07	7000.000000	3.1618e+07	7000.000000	3.16474e+07	7000.000000	3.16176e+07	7000.000000	201283    	7000.000000	252178    	7000.000000	414441    	7000.000000	420969    	7000.000000	600302    	
7500.000000	2.98254e+07	7500.000000	3.12547e+07	7500.000000	3.38683e+07	7500.000000	3.38996e+07	7500.000000	3.38679e+07	7500.000000	208753    	7500.000000	273658    	7500.000000	433716    	7500.000000	442318    	7500.000000	631954    	
8000.000000	3.12957e+07	8000.000000	3.2996e+07	8000.000000	3.61015e+07	8000.000000	3.61347e+07	8000.000000	3.6101e+07	8000.000000	215870    	8000.000000	295466    	8000.000000	452233    	8000.000000	462866    	8000.000000	662486    	
8500.000000	3.27002e+07	8500.000000	3.46867e+07	8500.000000	3.83184e+07	8500.000000	3.83535e+07	8500.000000	3.83179e+07	8500.000000	222671    	8500.000000	317594    	8500.000000	470061    	8500.000000	482681    	8500.000000	691988    	
9000.000000	3.40431e+07	9000.000000	3.63296e+07	9000.000000	4.05199e+07	9000.000000	4.05568e+07	9000.000000	4.05194e+07	9000.000000	229189    	9000.000000	340032    	9000.000000	487260    	9000.000000	501821    	9000.000000	720540    	
9500.000000	3.53282e+07	9500.000000	3.79273e+07	9500.000000	4.27069e+07	9500.000000	4.27456e+07	9500.000000	4.27063e+07	9500.000000	235452    	9500.000000	362774    	9500.000000	503883    	9500.000000	520338    	9500.000000	748213    	
10000.000000	3.65592e+07	10000.000000	3.94819e+07	10000.000000	4.488e+07 	10000.000000	4.49205e+07	10000.000000	4.48794e+07	10000.000000	241482    	10000.000000	385811    	10000.000000	519975    	10000.000000	538277    	10000.000000	775070    	
11000.000000	3.88715e+07	11000.000000	4.24708e+07	11000.000000	4.91872e+07	11000.000000	4.92312e+07	11000.000000	4.91866e+07	11000.000000	252923    	11000.000000	432743    	11000.000000	550725    	11000.000000	572585    	11000.000000	826554    	
12000.000000	4.10038e+07	12000.000000	4.53122e+07	12000.000000	5.34465e+07	12000.000000	5.34938e+07	12000.000000	5.34458e+07	12000.000000	263645    	12000.000000	480792    	12000.000000	579782    	12000.000000	605022    	12000.000000	875380    	
13000.000000	4.29765e+07	13000.000000	4.80198e+07	13000.000000	5.7662e+07	13000.000000	5.77125e+07	13000.000000	5.76612e+07	13000.000000	273752    	13000.000000	529910    	13000.000000	607361    	13000.000000	635818    	13000.000000	921862    	
14000.000000	4.48069e+07	14000.000000	5.06058e+07	14000.000000	6.18372e+07	14000.000000	6.18909e+07	14000.000000	6.18363e+07	14000.000000	283325    	14000.000000	580035    	14000.000000	633639    	14000.000000	665157    	14000.000000	966261    	
15000.000000	4.65101e+07	15000.000000	5.30805e+07	15000.000000	6.5975e+07	15000.000000	6.60321e+07	15000.000000	6.59743e+07	15000.000000	292431    	15000.000000	631112    	15000.000000	658762    	15000.000000	693197    	15000.000000	1.0088e+06	
16000.000000	4.8099e+07	16000.000000	5.54533e+07	16000.000000	7.00781e+07	16000.000000	7.01388e+07	16000.000000	7.00778e+07	16000.000000	301124    	16000.000000	683101    	16000.000000	682848    	16000.000000	720068    	16000.000000	1.04965e+06	
17000.000000	4.9585e+07	17000.000000	5.77324e+07	17000.000000	7.41491e+07	17000.000000	7.42134e+07	17000.000000	7.41494e+07	17000.000000	309447    	17000.000000	735981    	17000.000000	706001    	17000.000000	745882    	17000.000000	1.08898e+06	
18000.000000	5.09777e+07	18000.000000	5.9925e+07	18000.000000	7.81901e+07	18000.000000	7.8258e+07	18000.000000	7.8191e+07	18000.000000	317440    	18000.000000	789733    	18000.000000	728307    	18000.000000	770733    	18000.000000	1.12692e+06	
19000.000000	5.22859e+07	19000.000000	6.20376e+07	19000.000000	8.22033e+07	19000.000000	8.22745e+07	19000.000000	8.22046e+07	19000.000000	325133    	19000.000000	844343    	19000.000000	749841    	19000.000000	794706    	19000.000000	1.16359e+06	
20000.000000	5.3517e+07	20000.000000	6.40758e+07	20000.000000	8.61903e+07	20000.000000	8.62646e+07	20000.000000	8.61918e+07	20000.000000	332555    	20000.000000	899793    	20000.000000	770667    	20000.000000	817872    	20000.000000	1.19909e+06	
21000.000000	5.46778e+07	21000.000000	6.60449e+07	21000.000000	9.01528e+07	21000.000000	9.02298e+07	21000.000000	9.01543e+07	21000.000000	339728    	21000.000000	956065    	21000.000000	790841    	21000.000000	840294    	21000.000000	1.2335e+06	
22000.000000	5.57742e+07	22000.000000	6.79495e+07	22000.000000	9.40918e+07	22000.000000	9.41715e+07	22000.000000	9.40933e+07	22000.000000	346673    	22000.000000	1.01313e+06	22000.000000	810414    	22000.000000	862029    	22000.000000	1.26692e+06	
23000.000000	5.68114e+07	23000.000000	6.97938e+07	23000.000000	9.80087e+07	23000.000000	9.80909e+07	23000.000000	9.801e+07 	23000.000000	353408    	23000.000000	1.07099e+06	23000.000000	829428    	23000.000000	883124    	23000.000000	1.29941e+06	
24000.000000	5.77941e+07	24000.000000	7.15816e+07	24000.000000	1.01904e+08	24000.000000	1.01989e+08	24000.000000	1.01906e+08	24000.000000	359949    	24000.000000	1.1296e+06	24000.000000	847922    	24000.000000	903626    	24000.000000	1.33104e+06	
25000.000000	5.87266e+07	25000.000000	7.33163e+07	25000.000000	1.0578e+08	25000.000000	1.05867e+08	25000.000000	1.05781e+08	25000.000000	366309    	25000.000000	1.18892e+06	25000.000000	865931    	25000.000000	923571    	25000.000000	1.36185e+06	
26000.000000	5.96125e+07	26000.000000	7.50011e+07	26000.000000	1.09636e+08	26000.000000	1.09726e+08	26000.000000	1.09638e+08	26000.000000	372502    	26000.000000	1.24889e+06	26000.000000	883487    	26000.000000	942998    	26000.000000	1.3919e+06	
27000.000000	6.04553e+07	27000.000000	7.66388e+07	27000.000000	1.13475e+08	27000.000000	1.13567e+08	27000.000000	1.13476e+08	27000.000000	378538    	27000.000000	1.30954e+06	27000.000000	900616    	27000.000000	961936    	27000.000000	1.42124e+06	
28000.000000	6.12582e+07	28000.000000	7.8232e+07	28000.000000	1.17295e+08	28000.000000	1.1739e+08	28000.000000	1.17297e+08	28000.000000	384427    	28000.000000	1.37087e+06	28000.000000	917345    	28000.000000	980415    	28000.000000	1.4499e+06	
29000.000000	6.20237e+07	29000.000000	7.97833e+07	29000.000000	1.21099e+08	29000.000000	1.21197e+08	29000.000000	1.21101e+08	29000.000000	390178    	29000.000000	1.4329e+06	29000.000000	933696    	29000.000000	998461    	29000.000000	1.47793e+06	
30000.000000	6.27546e+07	30000.000000	8.12947e+07	30000.000000	1.24887e+08	30000.000000	1.24987e+08	30000.000000	1.24889e+08	30000.000000	395801    	30000.000000	1.4956e+06	30000.000000	949691    	30000.000000	1.0161e+06	30000.000000	1.50537e+06	
32000.000000	6.41211e+07	32000.000000	8.42062e+07	32000.000000	1.32418e+08	32000.000000	1.32522e+08	32000.000000	1.32419e+08	32000.000000	406685    	32000.000000	1.62294e+06	32000.000000	980684    	32000.000000	1.05023e+06	32000.000000	1.55855e+06	
34000.000000	6.5374e+07	34000.000000	8.6981e+07	34000.000000	1.39891e+08	34000.000000	1.39999e+08	34000.000000	1.39892e+08	34000.000000	417132    	34000.000000	1.75271e+06	34000.000000	1.01046e+06	34000.000000	1.08298e+06	34000.000000	1.60968e+06	
36000.000000	6.65266e+07	36000.000000	8.96318e+07	36000.000000	1.47311e+08	36000.000000	1.47424e+08	36000.000000	1.47313e+08	36000.000000	427186    	36000.000000	1.8848e+06	36000.000000	1.03913e+06	36000.000000	1.11445e+06	36000.000000	1.65895e+06	
38000.000000	6.75904e+07	38000.000000	9.21695e+07	38000.000000	1.54682e+08	38000.000000	1.54798e+08	38000.000000	1.54684e+08	38000.000000	436883    	38000.000000	2.01911e+06	38000.000000	1.0668e+06	38000.000000	1.14478e+06	38000.000000	1.70652e+06	
40000.000000	6.85752e+07	40000.000000	9.46036e+07	40000.000000	1.62007e+08	40000.000000	1.62126e+08	40000.000000	1.62008e+08	40000.000000	446255    	40000.000000	2.15559e+06	40000.000000	1.09354e+06	40000.000000	1.17406e+06	40000.000000	1.75253e+06	
42000.000000	6.94894e+07	42000.000000	9.69424e+07	42000.000000	1.69288e+08	42000.000000	1.69411e+08	42000.000000	1.69289e+08	42000.000000	455330    	42000.000000	2.2942e+06	42000.000000	1.11944e+06	42000.000000	1.20237e+06	42000.000000	1.7971e+06	
44000.000000	7.03401e+07	44000.000000	9.91934e+07	44000.000000	1.76527e+08	44000.000000	1.76653e+08	44000.000000	1.76528e+08	44000.000000	464132    	44000.000000	2.43488e+06	44000.000000	1.14455e+06	44000.000000	1.22979e+06	44000.000000	1.84035e+06	
46000.000000	7.11337e+07	46000.000000	1.01363e+08	46000.000000	1.83728e+08	46000.000000	1.83857e+08	46000.000000	1.83729e+08	46000.000000	472681    	46000.000000	2.57761e+06	46000.000000	1.16894e+06	46000.000000	1.25638e+06	46000.000000	1.88236e+06	
48000.000000	7.18755e+07	48000.000000	1.03457e+08	48000.000000	1.90892e+08	48000.000000	1.91024e+08	48000.000000	1.90893e+08	48000.000000	480996    	48000.000000	2.72236e+06	48000.000000	1.19265e+06	48000.000000	1.2822e+06	48000.000000	1.92323e+06	
50000.000000	7.25704e+07	50000.000000	1.05481e+08	50000.000000	1.98021e+08	50000.000000	1.98156e+08	50000.000000	1.98022e+08	50000.000000	489094    	50000.000000	2.86905e+06	50000.000000	1.21573e+06	50000.000000	1.3073e+06	50000.000000	1.96303e+06	
