! 12C range in H2O
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
7500.000000	9.86732e+06	7500.000000	1.03402e+07	7500.000000	1.11514e+07	7500.000000	1.12151e+07	7500.000000	1.11515e+07	7500.000000	19868.9   	7500.000000	26548.1   	7500.000000	38260.9   	7500.000000	42094     	7500.000000	57703.9   	
8000.000000	1.03537e+07	8000.000000	1.09163e+07	8000.000000	1.1887e+07	8000.000000	1.19545e+07	8000.000000	1.1887e+07	8000.000000	20547.1   	8000.000000	28666.9   	8000.000000	39895.3   	8000.000000	44050.5   	8000.000000	60497.9   	
8500.000000	1.08184e+07	8500.000000	1.14756e+07	8500.000000	1.26172e+07	8500.000000	1.26886e+07	8500.000000	1.26173e+07	8500.000000	21195.2   	8500.000000	30816.8   	8500.000000	41469     	8500.000000	45937.2   	8500.000000	63198     	
9000.000000	1.12627e+07	9000.000000	1.20192e+07	9000.000000	1.33424e+07	9000.000000	1.34175e+07	9000.000000	1.33425e+07	9000.000000	21816.5   	9000.000000	32996.5   	9000.000000	42987.2   	9000.000000	47759.8   	9000.000000	65811.5   	
9500.000000	1.16878e+07	9500.000000	1.25477e+07	9500.000000	1.40628e+07	9500.000000	1.41417e+07	9500.000000	1.40629e+07	9500.000000	22413.3   	9500.000000	35205.3   	9500.000000	44454.7   	9500.000000	49523.2   	9500.000000	68344.9   	
10000.000000	1.20951e+07	10000.000000	1.3062e+07	10000.000000	1.47787e+07	10000.000000	1.48612e+07	10000.000000	1.47788e+07	10000.000000	22988.1   	10000.000000	37443.1   	10000.000000	45875.4   	10000.000000	51231.7   	10000.000000	70803.9   	
11000.000000	1.28601e+07	11000.000000	1.40509e+07	11000.000000	1.61978e+07	11000.000000	1.62873e+07	11000.000000	1.61978e+07	11000.000000	24078.7   	11000.000000	42003.4   	11000.000000	48590.4   	11000.000000	54499.3   	11000.000000	75518.7   	
12000.000000	1.35655e+07	12000.000000	1.49909e+07	12000.000000	1.76011e+07	12000.000000	1.76975e+07	12000.000000	1.76011e+07	12000.000000	25101     	12000.000000	46669.1   	12000.000000	51156.1   	12000.000000	57589.1   	12000.000000	79991     	
13000.000000	1.42181e+07	13000.000000	1.58867e+07	13000.000000	1.899e+07 	13000.000000	1.90932e+07	13000.000000	1.89901e+07	13000.000000	26064.8   	13000.000000	51434.1   	13000.000000	53591.6   	13000.000000	60522.7   	13000.000000	84249.5   	
14000.000000	1.48237e+07	14000.000000	1.67422e+07	14000.000000	2.03658e+07	14000.000000	2.04756e+07	14000.000000	2.03658e+07	14000.000000	26977.8   	14000.000000	56296.8   	14000.000000	55912.5   	14000.000000	63317.9   	14000.000000	88317.9   	
15000.000000	1.53872e+07	15000.000000	1.75609e+07	15000.000000	2.17294e+07	15000.000000	2.18456e+07	15000.000000	2.17294e+07	15000.000000	27846.3   	15000.000000	61256.2   	15000.000000	58131.4   	15000.000000	65989.5   	15000.000000	92216.2   	
16000.000000	1.59129e+07	16000.000000	1.83459e+07	16000.000000	2.30818e+07	16000.000000	2.32043e+07	16000.000000	2.30818e+07	16000.000000	28675.5   	16000.000000	66309.3   	16000.000000	60259.1   	16000.000000	68550     	16000.000000	95961.1   	
17000.000000	1.64044e+07	17000.000000	1.90999e+07	17000.000000	2.44237e+07	17000.000000	2.45523e+07	17000.000000	2.44237e+07	17000.000000	29469.6   	17000.000000	71451.2   	17000.000000	62304.4   	17000.000000	71009.8   	17000.000000	99566.8   	
18000.000000	1.68652e+07	18000.000000	1.98253e+07	18000.000000	2.57559e+07	18000.000000	2.58904e+07	18000.000000	2.57558e+07	18000.000000	30232.2   	18000.000000	76677.2   	18000.000000	64275.1   	18000.000000	73378.2   	18000.000000	103046    	
19000.000000	1.7298e+07	19000.000000	2.05242e+07	19000.000000	2.70789e+07	19000.000000	2.72192e+07	19000.000000	2.70787e+07	19000.000000	30966.3   	19000.000000	81982.8   	19000.000000	66177.7   	19000.000000	75663.1   	19000.000000	106409    	
20000.000000	1.77053e+07	20000.000000	2.11986e+07	20000.000000	2.83933e+07	20000.000000	2.85393e+07	20000.000000	2.8393e+07	20000.000000	31674.6   	20000.000000	87364.2   	20000.000000	68017.9   	20000.000000	77871.2   	20000.000000	109665    	
21000.000000	1.80893e+07	21000.000000	2.185e+07 	21000.000000	2.96995e+07	21000.000000	2.98511e+07	21000.000000	2.96992e+07	21000.000000	32359.2   	21000.000000	92818.9   	21000.000000	69800.7   	21000.000000	80008.5   	21000.000000	112822    	
22000.000000	1.84521e+07	22000.000000	2.24801e+07	22000.000000	3.0998e+07	22000.000000	3.11551e+07	22000.000000	3.09977e+07	22000.000000	33022.2   	22000.000000	98348.5   	22000.000000	71530.4   	22000.000000	82080.5   	22000.000000	115889    	
23000.000000	1.87952e+07	23000.000000	2.30903e+07	23000.000000	3.22893e+07	23000.000000	3.24518e+07	23000.000000	3.2289e+07	23000.000000	33665.2   	23000.000000	103952    	23000.000000	73210.9   	23000.000000	84091.7   	23000.000000	118870    	
24000.000000	1.91203e+07	24000.000000	2.36817e+07	24000.000000	3.35737e+07	24000.000000	3.37415e+07	24000.000000	3.35734e+07	24000.000000	34289.7   	24000.000000	109625    	24000.000000	74845.6   	24000.000000	86046.4   	24000.000000	121772    	
25000.000000	1.94288e+07	25000.000000	2.42556e+07	25000.000000	3.48516e+07	25000.000000	3.50245e+07	25000.000000	3.48513e+07	25000.000000	34897.1   	25000.000000	115362    	25000.000000	76437.5   	25000.000000	87948.3   	25000.000000	124601    	
26000.000000	1.97219e+07	26000.000000	2.4813e+07	26000.000000	3.61232e+07	26000.000000	3.63012e+07	26000.000000	3.61229e+07	26000.000000	35488.5   	26000.000000	121164    	26000.000000	77989.4   	26000.000000	89800.7   	26000.000000	127360    	
27000.000000	2.00007e+07	27000.000000	2.53548e+07	27000.000000	3.73888e+07	27000.000000	3.75718e+07	27000.000000	3.73885e+07	27000.000000	36065     	27000.000000	127032    	27000.000000	79503.8   	27000.000000	91606.8   	27000.000000	130053    	
28000.000000	2.02663e+07	28000.000000	2.58819e+07	28000.000000	3.86488e+07	28000.000000	3.88367e+07	28000.000000	3.86485e+07	28000.000000	36627.6   	28000.000000	132965    	28000.000000	80982.9   	28000.000000	93369.2   	28000.000000	132685    	
29000.000000	2.05196e+07	29000.000000	2.63951e+07	29000.000000	3.99033e+07	29000.000000	4.0096e+07	29000.000000	3.9903e+07	29000.000000	37177.1   	29000.000000	138959    	29000.000000	82428.7   	29000.000000	95090.5   	29000.000000	135260    	
30000.000000	2.07614e+07	30000.000000	2.68952e+07	30000.000000	4.11526e+07	30000.000000	4.13499e+07	30000.000000	4.11523e+07	30000.000000	37714.2   	30000.000000	145012    	30000.000000	83843.1   	30000.000000	96772.9   	30000.000000	137779    	
32000.000000	2.12135e+07	32000.000000	2.78584e+07	32000.000000	4.36363e+07	32000.000000	4.38427e+07	32000.000000	4.36361e+07	32000.000000	38754.4   	32000.000000	157287    	32000.000000	86584.1   	32000.000000	100029    	32000.000000	142665    	
34000.000000	2.1628e+07	34000.000000	2.87764e+07	34000.000000	4.61014e+07	34000.000000	4.63166e+07	34000.000000	4.61013e+07	34000.000000	39753.1   	34000.000000	169789    	34000.000000	89217.8   	34000.000000	103153    	34000.000000	147363    	
36000.000000	2.20093e+07	36000.000000	2.96534e+07	36000.000000	4.85493e+07	36000.000000	4.87728e+07	36000.000000	4.85493e+07	36000.000000	40714.4   	36000.000000	182512    	36000.000000	91754.3   	36000.000000	106157    	36000.000000	151891    	
38000.000000	2.23613e+07	38000.000000	3.04929e+07	38000.000000	5.09812e+07	38000.000000	5.12126e+07	38000.000000	5.09813e+07	38000.000000	41641.9   	38000.000000	195440    	38000.000000	94202.2   	38000.000000	109052    	38000.000000	156265    	
40000.000000	2.26871e+07	40000.000000	3.12982e+07	40000.000000	5.33981e+07	40000.000000	5.36369e+07	40000.000000	5.33982e+07	40000.000000	42538.5   	40000.000000	208552    	40000.000000	96569     	40000.000000	111847    	40000.000000	160495    	
42000.000000	2.29895e+07	42000.000000	3.2072e+07	42000.000000	5.58009e+07	42000.000000	5.60468e+07	42000.000000	5.58011e+07	42000.000000	43407     	42000.000000	221841    	42000.000000	98861.2   	42000.000000	114550    	42000.000000	164595    	
44000.000000	2.3271e+07	44000.000000	3.28167e+07	44000.000000	5.81905e+07	44000.000000	5.8443e+07	44000.000000	5.81907e+07	44000.000000	44249.5   	44000.000000	235306    	44000.000000	101084    	44000.000000	117168    	44000.000000	168574    	
46000.000000	2.35335e+07	46000.000000	3.35344e+07	46000.000000	6.05675e+07	46000.000000	6.08263e+07	46000.000000	6.05677e+07	46000.000000	45068.1   	46000.000000	248946    	46000.000000	103244    	46000.000000	119707    	46000.000000	172440    	
48000.000000	2.37789e+07	48000.000000	3.42272e+07	48000.000000	6.29326e+07	48000.000000	6.31973e+07	48000.000000	6.29329e+07	48000.000000	45864.6   	48000.000000	262763    	48000.000000	105344    	48000.000000	122173    	48000.000000	176202    	
50000.000000	2.40088e+07	50000.000000	3.48968e+07	50000.000000	6.52864e+07	50000.000000	6.55567e+07	50000.000000	6.52869e+07	50000.000000	46640.5   	50000.000000	276754    	50000.000000	107388    	50000.000000	124572    	50000.000000	179866    	
